"STATION","NAME","DATE","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00436995","RUTLAND, VT US","2000-11-28",,"0.00","0.0","0.0","47","37","39",,,,,,
"USC00436995","RUTLAND, VT US","2000-11-29",,"0.17","0.0","0.0","43","33","35",,,,,,
"USC00436995","RUTLAND, VT US","2000-11-30",,"0.00","0.0","0.0",,,,,,,,,
"USC00436995","RUTLAND, VT US","2000-12-01",,"0.08","1.0","1.0","35","25","27",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-02",,,"0.0","0.0","27","17","20",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-03",,"0.00","0.0","0.0","29","6","27",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-04",,"0.00","0.0","0.0","35","9","23",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-05",,"0.05","0.5","0.0","39","12","31",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-06",,"0.00","0.0","0.0","31","11","17",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-07",,"0.00","0.0","0.0","26","13","19",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-08",,"0.00","0.0","0.0","19","1","10",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-09",,"0.00","0.0","0.0","25","2","12",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-10",,"0.00","0.0","0.0","35","2","30",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-11",,"0.00","0.0","0.0","39","30","33",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-12",,"0.05","0.0","0.0","46","17","17",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-13",,"0.00","0.0","0.0","22","5","19",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-14",,"0.35","5.0","4.0","32","17","29",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-15",,"0.02","0.0","4.0","30","2","10",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-16",,"0.16","0.0","3.0","39","7","37",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-17",,"3.65","0.0","0.0","52","36","47",,"    1",,,,
"USC00436995","RUTLAND, VT US","2000-12-18",,"0.18","1.0","1.0","47","21","21",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-19",,"0.06","1.0","2.0","30","18","27",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-20",,"0.41","4.0","6.0","28","17","21",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-21",,"0.00","0.0","4.0","25","1","20",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-22",,"0.00","0.0","4.0","35","6","19",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-23",,"0.09","3.0","5.0","27","3","12",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-24",,"0.00","0.0","4.0","29","-1","25",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-25",,"0.02","1.0","5.0","25","6","6",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-26",,"0.00","0.0","5.0","21","-12","14",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-27",,"0.00","0.0","4.0","25","-1","21",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-28",,"0.04","1.0","5.0","21","5","11",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-29",,"0.03","1.5","5.0","21","3","15",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-30",,"0.28","6.0","11.0","23","3","21",,,,,,
"USC00436995","RUTLAND, VT US","2000-12-31",,"0.06","1.5","11.0","27","19","24",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-01",,"0.02","0.5","10.0","28","11","11",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-02",,"0.00","0.0","10.0","20","10","17",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-03",,"0.00","0.0","10.0","29","2","15",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-04",,"0.00","0.0","9.0","28","5","25",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-05",,"0.00","0.0","9.0","35","15","27",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-06",,"0.00","0.0","9.0","33","21","30",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-07",,"0.02","0.5","8.0","36","21","24",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-08",,"0.02","0.0","8.0","38","23","33",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-09",,"0.02","1.0","8.0","33","19","22",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-10",,"0.03","1.0","8.0","22","0","3",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-11",,"0.00","0.0","8.0","42","2","28",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-12",,"0.00","0.0","8.0","28","11","11",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-13",,"0.00","0.0","7.0","32","-1","23",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-14",,"0.00","0.0","7.0","36","20","33",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-15",,"0.06","1.0","8.0","34","23","32",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-16",,"0.10","1.0","8.0","38","29","37",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-17",,"0.00","0.0","8.0","37","19","19",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-18",,"0.00","0.0","8.0","28","-2","25",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-19",,"0.07","1.0","8.0","33","25","33",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-20",,"0.00","0.0","8.0","33","11","15",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-21",,"0.00","0.0","8.0","21","5","12",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-22",,"0.00","0.0","8.0","34","3","25",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-23",,"0.00","0.0","8.0","37","1","29",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-24",,"0.00","0.0","8.0","38","20","28",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-25",,"0.00","0.0","8.0","32","21","21",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-26",,"0.00","0.0","8.0","32","-2","24",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-27",,"0.00","0.0","8.0","32","14","29",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-28",,"0.00","0.0","8.0","32","18","22",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-29",,"0.00","0.0","8.0","32","12","16",,,,,,
"USC00436995","RUTLAND, VT US","2001-01-30",,"0.35","0.5","8.0","39","11","37",,,"    1",,,
"USC00436995","RUTLAND, VT US","2001-01-31",,"0.28","2.0","9.0","41","29","34",,,"    1",,,
"USC00436995","RUTLAND, VT US","2001-02-01",,"0.02","0.0","7.0","41","28","32",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-02",,"0.00","0.0","7.0","36","18","34",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-03",,"0.25","4.0","10.0","34","12","12",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-04",,"0.00","0.0","10.0","28","-5","24",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-05",,"0.11","1.5","10.0","33","22","30",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-06",,"0.52","5.5","15.0","38","26","34",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-07",,"0.00","0.0","14.0","39","28","32",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-08",,"0.02","0.0","13.0","36","16","29",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-09",,"0.35","0.0","12.0","43","27","35",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-10",,"0.07","0.0","9.0","49","24","24",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-11",,"0.00","0.0","9.0","24","4","15",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-12",,"0.00","0.0","9.0","26","-5","22",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-13",,"0.00","0.0","9.0","39","18","29",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-14",,"0.00","0.0","8.0","38","13","35",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-15",,"0.17","1.0","8.0","36","22","22",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-16",,"0.00","0.0","8.0","38","8","32",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-17",,"0.04","0.0","8.0","33","10","10",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-18",,"0.00","0.0","8.0","25","-5","22",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-19",,"0.00","0.0","8.0","34","18","34",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-20",,"0.00","0.0","8.0","51","28","48",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-21",,"0.00","0.0","8.0","48","20","22",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-22",,"0.00","0.0","8.0","23","-3","18",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-23",,"0.07","1.5","9.0","34","16","27",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-24",,"0.00","0.0","8.0","27","11","16",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-25",,"0.26","2.0","9.0","37","10","37",,,"    1",,,
"USC00436995","RUTLAND, VT US","2001-02-26",,"0.02","1.0","9.0","40","33","33",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-27",,"0.00","0.0","9.0","36","15","29",,,,,,
"USC00436995","RUTLAND, VT US","2001-02-28",,"0.08","1.0","9.0","29","8","19",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-01",,"0.00","0.0","9.0","24","4","14",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-02",,"0.00","0.0","9.0","29","-3","21",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-03",,"0.00","0.0","9.0","29","11","23",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-04",,"0.00","0.0","9.0","35","10","29",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-05",,"0.55","6.0","15.0","29","20","24",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-06",,"1.10","14.0","28.0","31","21","27",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-07",,"0.07","4.0","26.0","35","17","31",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-08",,"0.00","0.0","26.0","42","7","36",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-09",,"0.00","0.0","24.0","38","18","32",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-10",,"0.21","2.5","22.0","38","28","30",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-11",,"0.00","0.0","22.0","42","15","37",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-12",,"0.00","0.0","21.0","38","10","32",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-13",,"0.35","2.0","22.0","37","22","34",,,"    1",,,
"USC00436995","RUTLAND, VT US","2001-03-14",,"0.15","1.0","22.0","39","31","34",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-15",,"0.00","0.0","19.0","49","31","31",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-16",,"0.00","0.0","19.0","42","19","29",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-17",,"0.00","0.0","19.0","37","18","33",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-18",,"0.02","0.5","19.0","38","29","34",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-19",,"0.00","0.0","19.0","44","16","37",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-20",,"0.00","0.0","18.0","52","16","39",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-21",,"0.00","0.0","16.0","50","22","38",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-22",,"2.08","6.5","20.0","38","31","31",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-23",,"0.75","5.0","23.0","38","31","32",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-24",,"0.06","0.5","21.0","46","27","38",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-25",,"0.00","0.0","20.0","38","26","34",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-26",,"0.00","0.0","20.0","38","10","27",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-27",,"0.00","0.0","20.0","33","8","32",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-28",,"0.00","0.0","20.0","40","28","34",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-29",,"0.00","0.0","19.0","46","18","43",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-30",,"0.75","4.5","21.0","43","32","32",,,,,,
"USC00436995","RUTLAND, VT US","2001-03-31",,"0.08","1.0","22.0","35","30","33",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-01",,"0.00","0.0","21.0","38","30","32",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-02",,"0.00","0.0","20.0","43","30","33",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-03",,"0.00","0.0","19.0","44","25","37",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-04",,"0.00","0.0","18.0","49","24","49",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-05",,"0.00","0.0","17.0","53","20","57",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-06",,"0.00","0.0","16.0","52","27","39",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-07",,"0.10","0.0","15.0","50","32","47",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-08",,"0.06","0.0","15.0","47","32","37",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-09",,"0.02","0.0","11.0","55","33","45",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-10",,"0.00","0.0","9.0","50","30","48",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-11",,"0.00","0.0","7.0","57","28","57",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-12",,"0.17","0.0","3.0","57","41","45",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-13",,"0.00","0.0","1.0","58","34","48",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-14",,"0.00","0.0","0.0","53","32","48",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-15",,"0.00","0.0","0.0","53","24","40",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-16",,"0.00","0.0","0.0","52","26","40",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-17",,"0.00","0.0","0.0","52","29","48",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-18",,"0.00","0.0","0.0","48","28","42",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-19",,"0.00","0.0","0.0","48","21","34",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-20",,"0.00","0.0","0.0","63","21","54",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-21",,"0.00","0.0","0.0","67","30","62",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-22",,"0.00","0.0","0.0","78","50","73",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-23",,"0.00","0.0","0.0","81","39","75",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-24",,"0.13","0.0","0.0","83","54","54",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-25",,"0.00","0.0","0.0","54","36","36",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-26",,"0.00","0.0","0.0","65","26","62",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-27",,"0.00","0.0","0.0","67","29","54",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-28",,"0.00","0.0","0.0","54","29","42",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-29",,"0.00","0.0","0.0","58","23","44",,,,,,
"USC00436995","RUTLAND, VT US","2001-04-30",,"0.00","0.0","0.0","72","27","52",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-01",,"0.00","0.0","0.0","85","37","72",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-02",,"0.00","0.0","0.0","87","42","71",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-03",,"0.00","0.0","0.0","88","47","85",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-04",,"0.00","0.0","0.0","85","51","75",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-05",,"0.08","0.0","0.0","75","48","53",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-06",,"0.00","0.0","0.0","67","29","47",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-07",,"0.00","0.0","0.0","72","30","58",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-08",,"0.00","0.0","0.0","79","30","65",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-09",,"0.00","0.0","0.0","73","33","63",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-10",,"0.00","0.0","0.0","80","38","74",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-11",,"0.00","0.0","0.0","83","39","79",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-12",,"0.25","0.0","0.0","79","52","55",,"    1",,,,
"USC00436995","RUTLAND, VT US","2001-05-13",,"0.00","0.0","0.0","55","42","54",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-14",,"0.00","0.0","0.0","65","29","55",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-15",,"0.00","0.0","0.0","62","30","52",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-16",,"0.00","0.0","0.0","65","43","59",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-17",,"0.00","0.0","0.0","68","35","65",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-18",,"0.00","0.0","0.0","66","49","60",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-19",,"0.00","0.0","0.0","70","52","58",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-20",,"0.00","0.0","0.0","75","40","74",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-21",,"0.00","0.0","0.0","75","48","70",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-22",,"0.13","0.0","0.0","70","53","62",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-23",,"0.02","0.0","0.0","65","53","60",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-24",,"0.06","0.0","0.0","67","50","56",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-25",,"0.03","0.0","0.0","71","51","63",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-26",,"0.18","0.0","0.0","69","52","58",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-27",,"0.73","0.0","0.0","66","53","56",,"    1",,,,
"USC00436995","RUTLAND, VT US","2001-05-28",,"0.34","0.0","0.0","65","53","58",,"    1",,,,
"USC00436995","RUTLAND, VT US","2001-05-29",,"0.00","0.0","0.0","67","52","59",,,,,,
"USC00436995","RUTLAND, VT US","2001-05-30",,"0.43","0.0","0.0","62","40","40",,,,"    1",,
"USC00436995","RUTLAND, VT US","2001-05-31",,"0.32","0.0","0.0","61","38","59",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-01",,"0.00","0.0","0.0","72","32","67",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-02",,"0.60","0.0","0.0","67","49","62",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-03",,"0.41","0.0","0.0","66","55","65",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-04",,"0.37","0.0","0.0","65","40","61",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-05",,"0.00","0.0","0.0","71","54","64",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-06",,"0.00","0.0","0.0","72","53","66",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-07",,"0.00","0.0","0.0","75","43","57",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-08",,"0.00","0.0","0.0","76","40","68",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-09",,"0.00","0.0","0.0","77","41","71",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-10",,"0.00","0.0","0.0","79","43","71",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-11",,"1.62","0.0","0.0","79","41","69",,"    1",,,,
"USC00436995","RUTLAND, VT US","2001-06-12",,"0.42","0.0","0.0","75","57","72",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-13",,"0.00","0.0","0.0","85","51","80",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-14",,"0.00","0.0","0.0","88","58","75",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-15",,"0.00","0.0","0.0","90","60","81",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-16",,"0.00","0.0","0.0","87","61","84",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-17",,"0.32","0.0","0.0","84","64","75",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-18",,"0.00","0.0","0.0","82","56","79",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-19",,"0.00","0.0","0.0","88","53","83",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-20",,"0.00","0.0","0.0","83","65","73",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-21",,"0.05","0.0","0.0","73","56","61",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-22",,"0.00","0.0","0.0","77","58","76",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-23",,"0.14","0.0","0.0","79","62","62",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-24",,"0.33","0.0","0.0","71","58","71",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-25",,"0.00","0.0","0.0","85","56","82",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-26",,"0.00","0.0","0.0","88","54","85",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-27",,"0.00","0.0","0.0","89","56","87",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-28",,"0.00","0.0","0.0","87","59","66",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-29",,"0.04","0.0","0.0","77","51","76",,,,,,
"USC00436995","RUTLAND, VT US","2001-06-30",,"0.42","0.0","0.0","87","63","72",,"    1",,,,
"USC00436995","RUTLAND, VT US","2001-07-01",,"1.96","0.0","0.0","87","63","63",,"    1",,,,
"USC00436995","RUTLAND, VT US","2001-07-02",,"0.00","0.0","0.0","70","46","70",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-03",,"0.00","0.0","0.0","70","45","62",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-04",,"0.00","0.0","0.0","87","52","85",,"    1",,,,
"USC00436995","RUTLAND, VT US","2001-07-05",,"0.11","0.0","0.0","77","57","69",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-06",,"0.00","0.0","0.0","70","50","66",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-07",,"0.00","0.0","0.0","77","48","72",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-08",,"0.21","0.0","0.0","71","58","70",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-09",,"0.37","0.0","0.0","83","60","72",,"    1",,,,
"USC00436995","RUTLAND, VT US","2001-07-10",,"0.10","0.0","0.0","78","58","69",,"    1",,,,
"USC00436995","RUTLAND, VT US","2001-07-11",,"0.31","0.0","0.0","69","56","61",,"    1",,,,
"USC00436995","RUTLAND, VT US","2001-07-12",,"0.10","0.0","0.0","70","50","61",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-13",,"0.05","0.0","0.0","72","52","63",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-14",,"0.35","0.0","0.0","69","52","59",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-15",,"0.00","0.0","0.0","75","55","75",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-16",,"0.00","0.0","0.0","78","49","65",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-17",,"0.21","0.0","0.0","76","59","67",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-18",,"0.00","0.0","0.0","78","56","72",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-19",,"0.00","0.0","0.0","79","53","76",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-20",,"0.00","0.0","0.0","82","48","74",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-21",,"0.00","0.0","0.0","84","52","82",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-22",,"0.00","0.0","0.0","84","53","81",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-23",,"0.00","0.0","0.0","89","59","87",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-24",,"0.00","0.0","0.0","90","68","87",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-25",,"0.00","0.0","0.0","89","63","80",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-26",,"0.50","0.0","0.0","82","53","70",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-27",,"0.00","0.0","0.0","71","41","66",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-28",,"0.00","0.0","0.0","74","41","60",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-29",,"0.00","0.0","0.0","79","51","65",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-30",,"0.00","0.0","0.0","80","56","71",,,,,,
"USC00436995","RUTLAND, VT US","2001-07-31",,"0.12","0.0","0.0","82","56","68",,"    1",,,,
"USC00436995","RUTLAND, VT US","2001-08-01",,"0.00","0.0","0.0","84","54","66",,,,,,
"USC00436995","RUTLAND, VT US","2001-08-02",,"0.00","0.0","0.0","87","54","83",,,,,,
